Rank	   Word	Part of speech	Frequency	Dispersion
4359	   cord	n	6071	0.94
4360	   fortunately	r	5974	0.95
4361	   cocaine	n	6207	0.91
4362	   illusion	n	6035	0.94
4363	   anonymous	j	5949	0.95
4364	   tolerate	v	5871	0.97
4365	   appreciation	n	6054	0.94
4366	   commissioner	n	6303	0.90
4367	   harm	v	5810	0.97
4368	   flexibility	n	6149	0.92
4369	   instructional	j	7014	0.81
4370	   scramble	v	6061	0.93
4371	   casino	n	6205	0.91
4372	   tumor	n	6427	0.88
4373	   decorate	v	5997	0.94
4374	   sort	v	5809	0.97
4375	   charge	i	5893	0.96
4376	   pulse	n	5992	0.94
4377	   equivalent	n	5935	0.95
4378	   fixed	j	6042	0.93
4379	   experienced	j	6031	0.93
4380	   donation	n	6086	0.92
4381	   diary	n	5945	0.95
4382	   sibling	n	6102	0.92
4383	   irony	n	5818	0.97
4384	   spoon	n	6194	0.91
4385	   midst	n	5760	0.98
4386	   alley	n	6236	0.90
4387	   upset	j	5954	0.94
4388	   interact	v	6247	0.90
4389	   soap	n	5952	0.94
4390	   cute	j	6089	0.92
4391	   rival	n	6005	0.93
4392	   short-term	j	5998	0.93
4393	   punch	v	6071	0.92
4394	   pin	n	6000	0.93
4395	   hockey	n	6171	0.91
4396	   passing	j	5903	0.95
4397	   persist	v	6013	0.93
4398	   supplier	n	6038	0.93
4399	   known	j	5892	0.95
4400	   momentum	n	5911	0.94
4401	   purse	n	6161	0.91
4402	   shed	v	5769	0.97
4403	   liquid	n	5948	0.94
4404	   icon	n	6030	0.92
4405	   elephant	n	6038	0.92
4406	   consequently	r	6463	0.86
4407	   legislature	n	6027	0.92
4408	   associate	n	5860	0.95
4409	   franchise	n	6332	0.88
4410	   correctly	r	5884	0.95
4411	   mentally	r	5793	0.96
4412	   foster	v	6237	0.89
4413	   bicycle	n	5960	0.93
4414	   encouraging	j	5868	0.95
4415	   cheat	v	5819	0.96
4416	   access	v	6023	0.92
4417	   heal	v	5797	0.96
4418	   fever	n	5874	0.95
4419	   filter	n	6210	0.90
4420	   rabbit	n	6095	0.91
4421	   coin	n	5947	0.93
4422	   exploit	v	5909	0.94
4423	   accessible	j	5965	0.93
4424	   organism	n	6210	0.89
4425	   sensation	n	5882	0.94
4426	   partially	r	5882	0.94
4427	   stay	n	5779	0.96
4428	   upstairs	r	6271	0.88
4429	   dried	j	6109	0.91
4430	   minimum	n	5867	0.94
4431	   pro	j	6101	0.91
4432	   conservation	n	6129	0.90
4433	   shove	v	6327	0.87
4434	   backyard	n	5890	0.94
4435	   charter	n	6011	0.92
4436	   stove	n	6082	0.91
4437	   consent	n	6239	0.89
4438	   comprise	v	6258	0.88
4439	   reminder	n	5681	0.97
4440	   alike	r	5740	0.96
4441	   placement	n	6275	0.88
4442	   dough	n	6294	0.88
4443	   grandchild	n	5826	0.95
4444	   dam	n	5968	0.92
4445	   reportedly	r	5911	0.93
4446	   well-known	j	5782	0.95
4447	   surrounding	j	5826	0.95
4448	   ecological	j	6443	0.86
4449	   outfit	n	5850	0.94
4450	   unprecedented	j	5798	0.95
4451	   columnist	n	5997	0.92
4452	   workout	n	6414	0.86
4453	   preliminary	j	5908	0.93
4454	   patent	n	6024	0.91
4455	   shy	j	5806	0.95
4456	   quote	n	6228	0.88
4457	   trash	n	5811	0.95
4458	   disabled	j	5952	0.92
4459	   gross	j	5802	0.95
4460	   damn	j	6269	0.88
4461	   hormone	n	6230	0.88
4462	   texture	n	5994	0.92
4463	   counter	v	5722	0.96
4464	   pencil	n	5936	0.92
4465	   associate	j	5859	0.94
4466	   frontier	n	5897	0.93
4467	   spray	n	6005	0.91
4468	   bet	n	5801	0.95
4469	   disclose	v	5879	0.93
4470	   custody	n	5957	0.92
4471	   banker	n	5933	0.92
4472	   beast	n	6052	0.90
4473	   interfere	v	5709	0.96
4474	   oak	n	5938	0.92
4475	   case	c	5791	0.94
4476	   eighth	m	5814	0.94
4477	   notebook	n	5884	0.93
4478	   outline	v	5859	0.93
4479	   gaze	v	6379	0.86
4480	   attendance	n	5963	0.92
4481	   speculation	n	5698	0.96
4482	   uncover	v	5696	0.96
4483	   behalf	i	5727	0.95
4484	   innovative	j	5921	0.92
4485	   shark	n	6164	0.88
4486	   reward	v	5676	0.96
4487	   mill	n	5761	0.95
4488	   installation	n	5938	0.92
4489	   stimulate	v	5898	0.92
4490	   tag	n	5735	0.95
4491	   vertical	j	5950	0.91
4492	   swimming	n	5735	0.95
4493	   fleet	n	5781	0.94
4494	   catalog	n	5925	0.92
4495	   outsider	n	5690	0.96
4496	   sacrifice	v	5641	0.96
4497	   desperately	r	5701	0.95
4498	   stance	n	5812	0.93
4499	   compel	v	5728	0.95
4500	   sensitivity	n	5981	0.91
4501	   someday	r	5744	0.94
4502	   instant	j	5765	0.94
4503	   debut	n	5986	0.91
4504	   proclaim	v	5716	0.95
4505	   worldwide	r	5781	0.94
4506	   hike	v	6111	0.89
4507	   required	j	5953	0.91
4508	   confrontation	n	5762	0.94
4509	   colorful	j	5773	0.94
4510	   ideal	n	5978	0.91
4511	   constitution	n	6111	0.89
4512	   trainer	n	5845	0.93
4513	   Thanksgiving	n	5859	0.92
4514	   scent	n	6050	0.89
4515	   stack	n	5858	0.92
4516	   eyebrow	n	6212	0.87
4517	   sack	n	5880	0.92
4518	   cease	v	5679	0.95
4519	   inherit	v	5563	0.97
4520	   tray	n	6021	0.90
4521	   pioneer	n	5755	0.94
4522	   organizational	j	6445	0.84
4523	   textbook	n	5968	0.90
4524	   uh	u	6155	0.87
4525	   nasty	j	5682	0.95
4526	   shrink	v	5617	0.96
4527	   model	v	5925	0.91
4528	   emerging	j	5942	0.91
4529	   dot	n	5795	0.93
4530	   wheat	n	5730	0.94
4531	   fierce	j	5622	0.96
4532	   envision	v	5619	0.96
4533	   rational	j	5941	0.90
4534	   kingdom	n	5674	0.95
4535	   aisle	n	5828	0.92
4536	   weaken	v	5640	0.95
4537	   protocol	n	6031	0.89
4538	   exclusively	r	5852	0.92
4539	   vocal	j	5727	0.94
4540	   marketplace	n	5650	0.95
4541	   openly	r	5558	0.96
4542	   unfair	j	5656	0.95
4543	   terrain	n	5873	0.91
4544	   deploy	v	5674	0.94
4545	   risky	j	5632	0.95
4546	   pasta	n	6062	0.88
4547	   genre	n	5919	0.90
4548	   distract	v	5720	0.93
4549	   merit	n	5670	0.94
4550	   planner	n	5797	0.92
4551	   depressed	j	5543	0.96
4552	   chunk	n	5682	0.94
4553	   closest	j	5506	0.97
4554	   discount	n	5809	0.92
4555	   no	d	5591	0.95
4556	   ladder	n	5720	0.93
4557	   jungle	n	5693	0.94
4558	   migration	n	6067	0.88
4559	   breathing	n	5798	0.92
4560	   invade	v	5653	0.94
4561	   hurricane	n	6439	0.83
4562	   retailer	n	5915	0.90
4563	   classify	v	5964	0.89
4564	   wound	v	5660	0.94
4565	   coup	n	6179	0.86
4566	   aid	v	5676	0.94
4567	   ambassador	n	5847	0.91
4568	   density	n	6040	0.88
4569	   supportive	j	5662	0.94
4570	   curiosity	n	5630	0.94
4571	   skip	v	5635	0.94
4572	   aggression	n	6215	0.85
4573	   stimulus	n	6215	0.85
4574	   journalism	n	5684	0.93
4575	   robot	n	6023	0.88
4576	   flood	v	5531	0.96
4577	   dip	v	5664	0.93
4578	   likewise	r	5821	0.91
4579	   informal	j	5931	0.89
4580	   Persian	j	6340	0.83
4581	   feather	n	5744	0.92
4582	   sphere	n	5881	0.90
4583	   tighten	v	5665	0.93
4584	   boast	v	5731	0.92
4585	   pat	v	5968	0.89
4586	   perceived	j	6386	0.83
4587	   sole	j	5535	0.95
4588	   publicity	n	5557	0.95
4589	   major	n	5678	0.93
4590	   unfold	v	5420	0.97
4591	   joke	v	5576	0.95
4592	   well-being	n	6005	0.88
4593	   validity	n	6401	0.82
4594	   ecosystem	n	6215	0.85
4595	   strictly	r	5532	0.95
4596	   partial	j	5716	0.92
4597	   collar	n	5791	0.91
4598	   weed	n	5642	0.93
4599	   compliance	n	5973	0.88
4600	   streak	n	5826	0.90
4601	   supposedly	r	5451	0.97
4602	   added	j	5616	0.94
4603	   builder	n	5720	0.92
4604	   glimpse	n	5567	0.95
4605	   premise	n	5695	0.92
4606	   specialty	n	5622	0.94
4607	   deem	v	5639	0.93
4608	   artifact	n	5773	0.91
4609	   sneak	v	5690	0.92
4610	   monkey	n	5698	0.92
4611	   mentor	n	5757	0.91
4612	   two-thirds	m	5558	0.95
4613	   listener	n	5621	0.93
4614	   lightning	n	5674	0.93
4615	   legally	r	5484	0.96
4616	   sleeve	n	5855	0.90
4617	   disappointment	n	5464	0.96
4618	   disturb	v	5532	0.95
4619	   rib	n	5662	0.93
4620	   excessive	j	5633	0.93
4621	   high-tech	j	5681	0.92
4622	   debris	n	5491	0.95
4623	   pile	v	5609	0.93
4624	   rod	n	5788	0.90
4625	   logical	j	5644	0.93
4626	   liberal	n	5677	0.92
4627	   ash	n	5647	0.93
4628	   socially	r	5814	0.90
4629	   parish	n	5723	0.91
4630	   slavery	n	5712	0.92
4631	   blank	j	5585	0.94
4632	   commodity	n	5659	0.92
4633	   cure	n	5468	0.96
4634	   mineral	n	5758	0.91
4635	   hunger	n	5460	0.96
4636	   dying	j	5504	0.95
4637	   developmental	j	6255	0.84
4638	   faster	j	5538	0.94
4639	   spare	v	5492	0.95
4640	   halfway	r	5695	0.92
4641	   cure	v	5444	0.96
4642	   equality	n	5841	0.89
4643	   cemetery	n	5584	0.93
4644	   harassment	n	5882	0.89
4645	   deliberately	r	5388	0.97
4646	   fame	n	5485	0.95
4647	   regret	v	5479	0.95
4648	   striking	j	5516	0.94
4649	   likelihood	n	5790	0.90
4650	   carrot	n	5718	0.91
4651	   atop	i	5578	0.93
4652	   toll	n	5587	0.93
4653	   rim	n	5676	0.91
4654	   embarrassed	j	5627	0.92
4655	   fucking	j	6472	0.80
4656	   cling	v	5678	0.91
4657	   isolated	j	5482	0.95
4658	   blink	v	6160	0.84
4659	   suspicious	j	5412	0.96
4660	   wheelchair	n	5670	0.91
4661	   squad	n	5520	0.94
4662	   eligible	j	5529	0.94
4663	   processor	n	5882	0.88
4664	   plunge	v	5490	0.94
4665	   this	r	5517	0.94
4666	   sponsor	n	5622	0.92
4667	   grin	n	5944	0.87
4668	   color	v	5465	0.95
4669	   demographic	j	6103	0.85
4670	   rain	v	5597	0.92
4671	   chill	n	5675	0.91
4672	   refuge	n	5505	0.94
4673	   steer	v	5452	0.95
4674	   legislator	n	5593	0.92
4675	   rally	n	5619	0.92
4676	   programming	n	5507	0.94
4677	   cheer	v	5442	0.95
4678	   outlet	n	5497	0.94
4679	   intact	j	5350	0.96
4680	   vendor	n	5543	0.93
4681	   thrive	v	5472	0.94
4682	   peanut	n	5604	0.92
4683	   chew	v	5669	0.91
4684	   elaborate	j	5349	0.96
4685	   intellectual	n	5773	0.89
4686	   conception	n	5953	0.86
4687	   auction	n	5621	0.91
4688	   steak	n	5596	0.92
4689	   comply	v	5452	0.94
4690	   triumph	n	5337	0.96
4691	   shareholder	n	5742	0.89
4692	   comparable	j	5600	0.91
4693	   transport	v	5336	0.96
4694	   conscience	n	5317	0.96
4695	   calculation	n	5577	0.92
4696	   considerably	r	5481	0.93
4697	   interval	n	5708	0.89
4698	   scratch	v	5629	0.91
4699	   awake	j	5806	0.88
4700	   jurisdiction	n	5691	0.90
4701	   inevitably	r	5420	0.94
4702	   feminist	j	5719	0.89
4703	   constraint	n	5942	0.86
4704	   emotionally	r	5321	0.96
4705	   expedition	n	5467	0.93
4706	   allegedly	r	5451	0.93
4707	   compromise	v	5322	0.96
4708	   strain	v	5435	0.94
4709	   similarity	n	5709	0.89
4710	   butt	n	5490	0.93
4711	   lid	n	5558	0.92
4712	   dumb	j	5486	0.93
4713	   bulk	n	5324	0.95
4714	   sprinkle	v	5777	0.88
4715	   mortality	n	5785	0.88
4716	   philosophical	j	5731	0.89
4717	   conversion	n	5627	0.90
4718	   patron	n	5331	0.95
4719	   municipal	j	5536	0.92
4720	   any	r	5352	0.95
4721	   liver	n	5415	0.94
4722	   harmony	n	5410	0.94
4723	   solely	r	5456	0.93
4724	   tolerance	n	5513	0.92
4725	   instant	n	5755	0.88
4726	   goat	n	5459	0.93
4727	   arm	v	5232	0.97
4728	   blessing	n	5222	0.97
4729	   banana	n	5458	0.93
4730	   running	n	5271	0.96
4731	   palace	n	5347	0.94
4732	   formerly	r	5350	0.94
4733	   peasant	n	5609	0.90
4734	   neat	j	5359	0.94
4735	   grandparent	n	5334	0.95
4736	   lawmaker	n	5755	0.88
4737	   supermarket	n	5389	0.94
4738	   cruise	n	5434	0.93
4739	   mobile	j	5339	0.94
4740	   plain	n	5337	0.94
4741	   part	i	5503	0.91
4742	   calendar	n	5258	0.96
4743	   widow	n	5309	0.95
4744	   deposit	n	5497	0.91
4745	   beard	n	5528	0.91
4746	   brake	n	5522	0.91
4747	   downtown	r	5483	0.92
4748	   screening	n	5407	0.93
4749	   impulse	n	5305	0.95
4750	   forbid	v	5167	0.97
4751	   fur	n	5466	0.92
4752	   brutal	j	5193	0.97
4753	   predator	n	5400	0.93
4754	   poke	v	5575	0.90
4755	   opt	v	5371	0.93
4756	   voluntary	j	5504	0.91
4757	   trouble	v	5177	0.97
4758	   valid	j	5509	0.91
4759	   forum	n	5419	0.92
4760	   dancing	n	5243	0.95
4761	   happily	r	5331	0.94
4762	   soar	v	5344	0.94
4763	   removal	n	5488	0.91
4764	   autonomy	n	5849	0.85
4765	   enact	v	5441	0.92
4766	   round	v	5247	0.95
4767	   thread	n	5340	0.93
4768	   light	i	5458	0.91
4769	   landmark	n	5332	0.93
4770	   unhappy	j	5162	0.96
4771	   offender	n	5417	0.92
4772	   coming	j	5181	0.96
4773	   privately	r	5212	0.95
4774	   fraction	n	5313	0.94
4775	   distinctive	j	5373	0.93
4776	   tourism	n	5429	0.92
4777	   threshold	n	5490	0.91
4778	   calm	j	5309	0.94
4779	   routinely	r	5269	0.94
4780	   suite	n	5321	0.93
4781	   remark	v	5289	0.94
4782	   regulator	n	5462	0.91
4783	   straw	n	5297	0.94
4784	   theological	j	5684	0.87
4785	   apart	i	5216	0.95
4786	   exhaust	v	5204	0.95
4787	   globe	n	5166	0.96
4788	   fragile	j	5125	0.97
4789	   objection	n	5276	0.94
4790	   chemistry	n	5192	0.95
4791	   old-fashioned	j	5200	0.95
4792	   crowded	j	5196	0.95
4793	   circle	v	5401	0.91
4794	   blast	n	5241	0.94
4795	   prevail	v	5207	0.95
4796	   overnight	r	5170	0.96
4797	   denial	n	5207	0.95
4798	   rental	n	5357	0.92
4799	   fantastic	j	5269	0.94
4800	   fragment	n	5308	0.93
4801	   level	j	5367	0.92
4802	   screw	v	5361	0.92
4803	   warmth	n	5383	0.92
4804	   undergraduate	n	5683	0.87
4805	   liquid	j	5265	0.94
4806	   headache	n	5256	0.94
4807	   policeman	n	5278	0.93
4808	   yield	n	5648	0.87
4809	   projection	n	5288	0.93
4810	   battle	v	5240	0.94
4811	   suitable	j	5291	0.93
4812	   mention	n	5137	0.96
4813	   graduation	n	5218	0.94
4814	   drill	v	5279	0.93
4815	   cruel	j	5128	0.96
4816	   mansion	n	5233	0.94
4817	   regard	n	5263	0.93
4818	   grape	n	5318	0.92
4819	   authorize	v	5209	0.94
4820	   cottage	n	5328	0.92
4821	   driveway	n	5459	0.90
4822	   charm	n	5157	0.95
4823	   sexuality	n	5531	0.88
4824	   loyal	j	5066	0.97
4825	   clay	n	5287	0.93
4826	   pound	v	5327	0.92
4827	   balloon	n	5187	0.94
4828	   invention	n	5211	0.94
4829	   ego	n	5239	0.93
4830	   fare	n	5362	0.91
4831	   homework	n	5093	0.96
4832	   disc	n	5403	0.90
4833	   sofa	n	5499	0.89
4834	   guarantee	n	5205	0.94
4835	   availability	n	5519	0.88
4836	   radar	n	5221	0.93
4837	   frown	v	5903	0.83
4838	   regain	v	5041	0.97
4839	   leave	n	5087	0.96
4840	   permit	n	5305	0.92
4841	   sweater	n	5392	0.90
4842	   rehabilitation	n	5547	0.88
4843	   rubber	j	5190	0.94
4844	   retreat	n	5132	0.95
4845	   molecule	n	5445	0.89
4846	   freely	r	5085	0.96
4847	   favorable	j	5324	0.91
4848	   steadily	r	5085	0.96
4849	   veteran	j	5312	0.92
4850	   integrated	j	5455	0.89
4851	   ha	u	5372	0.90
4852	   youngster	n	5184	0.94
4853	   broadcast	v	5138	0.95
4854	   premium	n	5279	0.92
4855	   accountability	n	5409	0.90
4856	   overwhelm	v	4976	0.97
4857	   one-third	m	5210	0.93
4858	   contemplate	v	5027	0.96
4859	   update	v	5227	0.93
4860	   spark	v	5071	0.96
4861	   ironically	r	5154	0.94
4862	   fatigue	n	5214	0.93
4863	   beyond	r	5036	0.96
4864	   speculate	v	5012	0.97
4865	   marker	n	5156	0.94
4866	   low	r	5024	0.96
4867	   preach	v	5063	0.96
4868	   bucket	n	5233	0.92
4869	   bomb	v	5275	0.92
4870	   blond	j	5479	0.88
4871	   confession	n	5074	0.95
4872	   provoke	v	5063	0.95
4873	   marble	n	5210	0.93
4874	   substantially	r	5344	0.90
4875	   twist	n	5060	0.95
4876	   defender	n	5136	0.94
4877	   fish	v	5183	0.93
4878	   explicit	j	5461	0.88
4879	   transport	n	5313	0.91
4880	   disturbing	j	4990	0.97
4881	   surveillance	n	5132	0.94
4882	   magnetic	j	5377	0.90
4883	   technician	n	5048	0.95
4884	   mutter	v	5753	0.84
4885	   devastating	j	5055	0.95
4886	   depart	v	5035	0.96
4887	   arrow	n	5208	0.92
4888	   trauma	n	5880	0.82
4889	   neighboring	j	5082	0.95
4890	   soak	v	5186	0.93
4891	   ribbon	n	5159	0.93
4892	   meantime	n	5022	0.96
4893	   transmit	v	5117	0.94
4894	   screen	v	5079	0.95
4895	   harvest	n	5125	0.94
4896	   consecutive	j	5471	0.88
4897	   republican	j	5297	0.91
4898	   coordinate	v	5152	0.93
4899	   worldwide	j	5089	0.94
4900	   within	r	5085	0.94
4901	   spy	n	5076	0.95
4902	   slot	n	5130	0.94
4903	   riot	n	5203	0.92
4904	   nutrient	n	5426	0.88
4905	   citizenship	n	5602	0.86
4906	   severely	r	5035	0.95
4907	   sovereignty	n	5541	0.86
4908	   ridge	n	5229	0.91
4909	   brave	j	5061	0.94
4910	   lighting	n	5081	0.94
4911	   specify	v	5379	0.89
4912	   contributor	n	5084	0.94
4913	   frustrate	v	4933	0.97
4914	   crowd	v	5083	0.94
4915	   articulate	v	5350	0.89
4916	   importantly	r	5130	0.93
4917	   transit	n	5226	0.91
4918	   dense	j	5061	0.94
4919	   seminar	n	5106	0.93
4920	   electronics	n	5116	0.93
4921	   sunny	j	5117	0.93
4922	   shorts	n	5148	0.93
4923	   swell	v	5125	0.93
4924	   accusation	n	4987	0.95
4925	   soften	v	5112	0.93
4926	   photograph	v	5006	0.95
4927	   straighten	v	5352	0.89
4928	   terribly	r	5096	0.93
4929	   cue	n	5186	0.92
4930	   sudden	r	5211	0.91
4931	   bride	n	5613	0.85
4932	   biography	n	5015	0.95
4933	   hazard	n	5159	0.92
4934	   compelling	j	4995	0.95
4935	   seldom	r	5009	0.95
4936	   tile	n	5200	0.91
4937	   economically	r	5169	0.92
4938	   honestly	r	5042	0.94
4939	   troubled	j	4991	0.95
4940	   bow	v	5293	0.90
4941	   twentieth	m	5458	0.87
4942	   balanced	j	5486	0.86
4943	   foreigner	n	5076	0.93
4944	   launch	n	5080	0.93
4945	   convenience	n	4972	0.95
4946	   delight	n	5038	0.94
4947	   weave	v	5015	0.94
4948	   timber	n	5150	0.92
4949	   till	c	5269	0.90
4950	   accurately	r	5156	0.92
4951	   plea	n	5000	0.95
4952	   bulb	n	5157	0.92
4953	   copy	v	4970	0.95
4954	   flying	j	5056	0.93
4955	   sustainable	j	5339	0.89
4956	   devil	n	5051	0.94
4957	   bolt	n	5148	0.92
4958	   cargo	n	4991	0.95
4959	   spine	n	5110	0.92
4960	   seller	n	5083	0.93
4961	   skilled	j	5047	0.94
4962	   managing	j	5126	0.92
4963	   public	r	4877	0.97
4964	   marine	j	5154	0.92
4965	   dock	n	5178	0.91
4966	   organized	j	5011	0.94
4967	   fog	n	5186	0.91
4968	   diplomat	n	5185	0.91
4969	   boring	j	4922	0.96
4970	   sometime	r	4938	0.95
4971	   summary	n	5304	0.89
4972	   missionary	n	5438	0.87
4973	   epidemic	n	5010	0.94
4974	   fatal	j	4875	0.97
4975	   trim	v	5113	0.92
4976	   warehouse	n	5020	0.94
4977	   accelerate	v	4923	0.96
4978	   butterfly	n	5031	0.94
4979	   bronze	n	5118	0.92
4980	   drown	v	5097	0.92
4981	   inherent	j	5339	0.88
4982	   praise	n	4896	0.96
4983	   nationwide	r	5104	0.92
4984	   spit	v	5286	0.89
4985	   harvest	v	5065	0.93
4986	   kneel	v	5467	0.86
4987	   vacuum	n	5028	0.93
4988	   selected	j	5315	0.88
4989	   dictate	v	4935	0.95
4990	   stereotype	n	5109	0.92
4991	   sensor	n	5154	0.91
4992	   laundry	n	5063	0.93
4993	   manual	n	5040	0.93
4994	   pistol	n	5261	0.89
4995	   naval	j	4990	0.94
4996	   plaintiff	n	5312	0.88
4997	   kid	v	5094	0.92
4998	   middle-class	j	5025	0.93
4999	   apology	n	4972	0.94
5000	   till	i	5079	0.92

Top five thousand words as of 2018-08-14 from (http://www.wordfrequency.info)
